Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover (my image Lac),No. of Trades
500575,VOLTAS,A,1433.55,1442.00,1418.00,1430.25,11304,161.83,1489
590003,KARURVYSYA,B,213.00,215.95,212.00,214.95,64767,139.07,1478
532259,APARINDS,A,8389.65,8424.60,8222.10,8273.05,4739,394.28,1475
536264,TIGERLOGS,XT,41.11,42.84,40.90,41.94,949541,398.26,1471
541735,VIVANTA,X,3.94,3.94,3.85,3.86,297426,11.56,1464
505710,GRAUWEIL,B,88.70,89.70,87.40,87.91,174860,154.79,1462
500339,RAIN,A,158.50,161.05,156.00,157.10,92544,146.63,1461
500650,EXCELINDUS,B,1430.50,1467.50,1414.35,1460.05,9691,140.08,1461
543896,AVALON,A,440.00,485.90,426.25,474.00,31496,147.12,1460
532980,GOKUL,B,43.17,45.85,42.90,44.05,77407,34.48,1459
517059,SALZERELEC,B,928.00,943.00,906.10,921.05,17694,163.15,1457
543689,UNIPARTS,B,489.20,495.05,487.05,490.40,22336,109.49,1450
504614,SARDAEN,A,289.95,290.00,275.85,277.15,52484,147.35,1448
533316,STEL,B,449.45,508.25,449.45,493.50,11372,54.73,1445
523610,ITI,A,292.70,294.20,288.40,290.20,38507,111.98,1443
500467,HARRMALAYA,B,234.00,255.00,233.15,246.60,35484,87.97,1443
527001,ASHAPURMIN,A,345.00,356.00,341.40,349.30,29085,101.16,1442
539524,LALPATHLAB,A,3249.95,3262.95,3188.05,3208.75,11888,382.09,1435
539678,QUICKHEAL,B,623.00,623.00,571.15,580.80,18459,107.17,1434
523642,PIIND,A,4551.05,4581.80,4469.35,4488.60,9554,432.89,1431
533104,GLOBUSSPR,A,921.00,949.90,921.00,945.75,14527,136.08,1428
533146,DLINKINDIA,B,537.05,552.20,535.00,539.25,21608,116.77,1426
544172,INDGN,B,580.00,580.00,566.80,573.25,17746,101.53,1426
506642,SADHNANIQ,B,75.55,76.11,71.25,71.89,91148,66.76,1426
526881,63MOONS,B,359.40,368.95,352.40,358.20,35929,129.84,1425
540701,DCAL,A,200.00,201.00,192.35,193.10,43897,86.09,1422
532210,CUB,A,162.65,168.20,162.65,163.20,88628,146.46,1419
534748,STEELXIND,B,13.17,13.27,13.03,13.06,315333,41.44,1418
543988,NUVAMA,B,6230.00,6503.40,6230.00,6333.75,4120,262.49,1417
539978,QUESS,A,685.00,714.90,679.00,707.00,24311,171.35,1417
539636,PRECAM,B,190.95,207.80,185.00,189.50,41272,80.21,1416
540293,PRICOLLTD,A,514.30,520.00,504.85,518.30,26078,134.42,1415
500413,THOMASCOOK,A,210.85,213.50,205.50,210.25,52556,109.83,1414
512097,SAICOM,X,0.62,0.64,0.60,0.60,5288021,32.19,1414
539332,NAVKARCORP,B,141.75,143.55,134.20,136.25,71439,97.79,1413
544130,SMALLCAP,B,51.33,52.00,51.02,51.17,216782,111.56,1412
532654,MCLEODRUSS,B,26.69,28.50,26.62,27.80,210126,58.41,1412
532714,KEC,A,856.00,856.00,828.65,835.20,12672,106.72,1411
540716,ICICIGI,A,1983.95,1990.00,1961.40,1965.95,9421,185.91,1407
544140,GOPAL,B,347.35,361.85,346.25,353.65,20694,73.07,1407
537800,MANGIND,X,4.03,4.18,4.03,4.10,884670,36.35,1405
532466,OFSS,A,10363.70,10589.40,10249.95,10573.10,4865,510.66,1402
517300,GIPCL,B,220.80,222.00,214.25,214.85,35718,77.54,1398
544158,SRM,B,294.00,296.30,285.85,286.65,28122,81.21,1394
500188,HINDZINC,A,610.00,612.00,592.25,594.05,26928,161.43,1391
503663,TILAK,X,5.90,5.99,5.40,5.48,821131,46.47,1389
544192,IXIGO,B,167.00,168.75,162.80,163.20,45480,74.84,1387
506235,ALEMBICLTD,B,147.50,147.50,143.25,144.10,46893,67.91,1384
532162,JKPAPER,A,488.50,497.10,475.30,485.80,26871,130.46,1382
513097,SBCL,A,594.00,594.00,543.45,547.30,26736,149.63,1376
531137,GEMSI,XT,2.24,2.24,2.15,2.24,545743,12.17,1374
532843,FORTIS,A,486.30,494.25,485.00,489.60,20475,99.87,1368
539963,ZEAL,T,15.27,15.74,14.75,15.53,385858,59.36,1368
512455,LLOYDSME,A,736.20,774.70,736.20,761.35,29595,223.29,1363
532636,IIFL,A,437.50,437.50,421.05,423.00,23313,99.94,1360
543517,HARIOMPIPE,B,677.05,677.05,642.10,648.45,12968,85.61,1360
532370,RAMCOSYS,B,383.00,396.00,380.60,388.70,20758,80.46,1360
544044,INDIASHLTR,B,744.70,744.70,721.50,739.60,10649,77.78,1357
530131,UDAICEMENT,B,35.75,36.18,35.20,35.58,247702,88.00,1356
523736,DVL,B,447.70,462.00,441.15,444.85,10981,49.85,1352
526227,FILATEX,B,63.36,63.36,60.53,61.32,144908,88.92,1350
500368,PATANJALI,A,1790.70,1808.00,1761.00,1800.90,13450,240.15,1348
531633,LINCOLN,B,674.60,674.60,635.00,660.40,15670,102.17,1348
532977,BAJAJ-AUTO,A,9730.75,9779.50,9615.00,9763.75,3597,349.53,1341
532181,GMDCLTD,A,372.00,374.10,365.95,368.50,44506,164.68,1338
543990,SIGNATURE,A,1429.90,1429.90,1402.15,1417.50,57621,816.70,1335
506197,BLISSGVS,B,113.30,117.40,112.10,112.80,70993,81.51,1334
521248,KITEX,B,253.50,253.85,239.50,241.20,31725,77.49,1334
507717,DHANUKA,B,1849.65,1855.35,1818.00,1847.00,5325,97.51,1333
512608,BHANDARI,B,6.43,6.60,6.29,6.49,690109,44.53,1332
507880,VIPIND,A,455.10,458.00,447.60,449.60,32759,148.10,1329
541163,SANDHAR,B,630.05,666.90,628.35,658.50,18148,117.36,1329
503100,PHOENIXLTD,A,3370.80,3387.25,3318.75,3361.60,4389,147.33,1327
505523,MAHACORP,XT,0.80,0.81,0.78,0.79,2023475,16.08,1327
517354,HAVELLS,A,1790.00,1806.40,1790.00,1799.55,6749,121.40,1322
590103,NIFTYBEES,B,272.00,272.60,271.00,271.58,82810,224.90,1321
538890,MKEXIM,X,79.80,81.15,76.20,80.52,376361,299.96,1315
543245,GLAND,A,2000.00,2099.90,2000.00,2028.75,7027,144.92,1312
543242,HEMIPROP,A,205.05,205.90,201.60,202.90,50305,102.11,1311
511243,CHOLAFIN,A,1349.80,1365.25,1336.50,1349.65,8926,120.48,1309
524280,KOPRAN,B,249.15,266.50,243.95,264.25,32620,84.03,1301
526807,SEAMECLTD,B,1530.50,1570.15,1463.20,1525.60,7618,115.02,1297
532794,ZEEMEDIA,B,13.84,14.00,13.57,13.64,616195,84.65,1296
501301,TATAINVEST,A,6060.05,6100.65,5991.00,6030.10,3531,212.74,1275
537259,SUYOG,B,1501.00,1544.90,1470.00,1537.85,38862,589.69,1272
538567,GULFOILLUB,B,1198.85,1244.70,1188.00,1232.25,34541,419.84,1270
539222,GROWINGTON,T,5.28,5.28,5.00,5.08,758808,38.40,1269
539506,ADCON,XT,0.84,0.85,0.81,0.81,1217345,10.08,1268
512463,LLOYDSENT,B,37.65,38.39,37.50,37.88,1390957,527.23,1266
500012,ANDHRAPET,X,98.40,99.70,97.40,98.10,120568,118.78,1265
543253,BECTORFOOD,A,1320.40,1422.00,1320.40,1413.45,7691,107.10,1250
532694,ASMS,B,17.38,18.84,17.38,17.96,548671,97.20,1246
503960,BBL,B,4540.00,4750.00,4480.05,4722.10,3799,175.42,1236
543775,HDFCSML250,B,174.93,175.46,174.23,174.73,72592,126.93,1234
533333,FCL,A,380.25,395.65,380.25,387.30,30302,118.14,1228
530343,GENUSPOWER,A,372.15,375.00,365.55,370.00,43759,162.28,1222
500039,BANCOINDIA,B,684.55,697.15,678.20,694.55,16661,114.32,1219
543463,MANYAVAR,A,1118.00,1143.20,1105.05,1120.35,10697,120.48,1218
524404,MARKSANS,A,198.15,202.00,193.80,195.05,40716,80.33,1216
530475,TINNARUBR,T,1750.00,1814.00,1720.00,1788.10,116774,2057.13,1211
532054,KDDL,B,3490.50,3607.95,3473.20,3586.40,3190,113.03,1207
533090,EXCEL,T,0.83,0.83,0.79,0.81,1299857,10.51,1207
543328,KRSNAA,B,692.30,705.00,692.30,695.05,22565,157.17,1206
505714,GABRIEL,A,496.00,509.30,490.75,503.80,22663,113.31,1205
532541,COFORGE,A,5940.05,5990.05,5839.25,5875.10,4807,284.32,1203
533758,APLAPOLLO,A,1454.65,1458.25,1420.45,1426.50,6409,92.14,1197
532915,RELIGARE,A,243.00,245.70,238.25,244.35,57758,139.59,1196
502873,HPCOTTON,X,183.80,193.95,171.20,174.00,87269,159.06,1195
507205,TI,A,241.75,242.10,238.00,240.20,34886,83.63,1195
543489,GATEWAY,A,101.85,103.75,100.80,101.05,115520,118.34,1190
500940,FINPIPE,A,294.45,295.85,290.00,290.50,30843,90.35,1190
544009,BLUEJET,B,481.00,492.30,474.00,475.50,18712,89.71,1189
532180,DHANBANK,B,42.60,43.49,41.71,43.34,100265,42.87,1187
590013,XPROINDIA,B,1059.75,1059.85,1034.75,1036.25,7069,74.56,1185
533169,MANINFRA,A,188.70,190.95,184.95,187.90,65900,123.16,1183
531175,BLSINFOTE,Z,2.91,3.05,2.91,2.99,351789,10.51,1182
531358,CHOICEIN,A,389.45,396.85,385.00,395.25,32593,127.03,1180
540719,SBILIFE,A,1729.95,1732.60,1708.50,1724.50,8835,152.38,1179
543238,UTIAMC,A,1006.70,1020.00,988.60,993.05,10547,106.08,1179
533344,PFS,B,54.01,54.75,53.10,54.02,114765,62.01,1177
532929,BRIGADE,A,1182.70,1182.70,1122.00,1125.70,8152,92.67,1175
541729,HDFCAMC,A,4160.00,4188.00,4115.75,4133.20,4623,191.72,1170
532960,DHANI,A,53.20,53.20,51.67,52.23,201541,105.15,1169
543228,ROUTE,A,1650.00,1767.40,1581.80,1592.15,19383,321.51,1168
532888,ASIANTILES,B,73.95,76.46,73.35,75.87,96207,72.15,1167
532553,WELENT,A,543.95,559.00,538.45,556.85,17486,95.89,1166
503811,SIYSIL,B,508.20,524.50,495.95,498.20,22357,113.32,1165
513228,PENIND,B,181.60,181.60,178.30,179.30,38336,68.91,1165
522113,TIMKEN,A,4163.90,4163.90,3929.00,3974.45,3731,150.00,1163
506943,JBCHEPHARM,A,1988.00,1998.00,1920.70,1929.55,6383,124.47,1161
523023,SINCLAIR,B,108.95,108.95,99.75,103.30,21796,22.24,1160
500164,GODREJIND,A,876.00,888.00,873.90,882.00,6158,54.22,1156
533179,PERSISTENT,A,4620.45,4740.30,4620.45,4700.00,6466,304.07,1155
541578,VARROC,A,563.55,575.40,551.00,555.95,13284,74.89,1155
590134,MADRASFERT,B,107.90,110.50,107.65,108.60,50928,55.46,1155
502355,BALKRISIND,A,3169.15,3169.15,3033.00,3055.50,6261,193.92,1150
543989,KALAMANDIR,A,160.05,160.20,155.45,156.00,26514,41.67,1150
542597,MSTCLTD,A,919.30,920.00,864.40,867.05,13777,121.50,1147
531205,SPRIGHT,XT,89.32,89.32,85.82,85.82,120072,106.10,1147
539268,SYNGENE,A,830.00,851.05,814.95,840.70,19496,164.32,1145
532892,MOTILALOFS,A,605.70,611.00,601.00,607.85,18648,113.07,1144
543066,SBICARD,A,716.40,721.55,708.20,709.60,19263,137.65,1142
500040,CENTURYTEX,A,2180.00,2220.00,2179.90,2188.15,8645,190.10,1135
500060,BIRLACABLE,B,286.35,286.35,271.00,273.15,19863,54.56,1135
523025,SAFARI,A,2344.95,2366.55,2285.00,2311.45,7393,171.64,1131
543267,DAVANGERE,B,7.20,7.38,7.20,7.27,648928,47.30,1131
533155,JUBLFOOD,A,596.35,604.05,596.35,598.80,20248,121.57,1128
533273,OBEROIRLTY,A,1784.30,1808.00,1773.15,1788.65,7151,128.24,1126
532524,PTC,B,213.60,213.60,208.80,209.80,46711,98.64,1126
500331,PIDILITIND,A,3217.15,3217.15,3101.00,3132.35,7595,238.55,1125
543923,IKIO,B,306.80,306.80,298.25,299.25,27492,82.50,1124
543981,RRKABEL,A,1699.30,1699.30,1624.50,1643.60,131947,2169.24,1121
531859,ORIRAIL,T,337.95,349.95,337.00,342.50,48897,168.21,1121
505726,IFBIND,B,2087.95,2150.00,2047.15,2125.45,5689,119.71,1116
513262,SSWL,B,218.85,219.60,216.00,218.25,21807,47.67,1115
590104,JUNIORBEES,B,774.49,776.93,769.24,774.50,21969,170.04,1114
517015,VINDHYATEL,B,2780.30,2789.00,2711.25,2730.90,4998,137.53,1111
544224,AFCOM,MT,205.20,215.45,205.20,215.45,1821600,3830.05,1110
539150,PNCINFRA,A,474.90,474.90,463.90,466.40,16378,76.47,1107
539346,SADBHIN,B,5.84,6.31,5.72,6.30,643095,40.17,1106
540787,ICICIB22,A,117.42,118.07,116.20,116.92,335199,390.98,1103
544162,BHARTIHEXA,B,1146.00,1146.00,1122.15,1128.90,9291,105.27,1103
500488,ABBOTINDIA,A,27400.00,27720.00,27186.35,27217.60,2455,675.96,1102
500043,BATAINDIA,A,1465.60,1466.00,1439.05,1442.15,9142,132.27,1102
519600,CCL,A,673.95,673.95,657.10,661.15,12266,81.32,1102
533295,PSB,B,61.00,61.74,60.35,60.58,124714,75.99,1101
506109,GENESYS,B,646.00,697.00,646.00,683.65,15025,102.39,1100
532343,TVSMOTOR,A,2540.00,2589.10,2534.90,2581.10,6485,166.76,1098
532515,TVTODAY,B,268.80,272.75,264.60,268.35,35719,95.60,1096
532850,MICEL,T,76.80,78.50,75.00,75.92,86481,66.12,1094
506261,MODISONLTD,B,174.85,185.10,174.85,179.15,34358,62.07,1090
532762,ACE,A,1310.00,1326.00,1284.15,1286.80,9246,120.28,1085
532366,PNBGILTS,B,124.00,125.45,122.05,123.30,66116,81.50,1085
531209,NUCLEUS,B,1224.40,1230.00,1194.90,1200.35,6958,83.82,1083
531599,FDC,A,502.65,507.35,485.05,490.20,22390,110.86,1081
543965,TVSSCS,A,190.40,191.60,187.25,189.75,32557,61.51,1079
505700,ELECON,A,600.45,600.45,581.00,582.25,9585,55.99,1077
543330,DEVYANI,A,176.65,177.00,172.05,172.50,57479,100.11,1076
505283,KIRLPNU,A,1275.00,1285.00,1240.85,1264.25,4927,62.29,1076
543711,SULA,A,485.65,490.60,482.10,487.35,18492,90.05,1071
543954,ATL,B,49.45,49.45,47.52,47.70,80639,38.82,1069
590078,MAITHANALL,B,1037.85,1042.45,1003.75,1012.95,6805,69.70,1068
523445,RIIL,A,1202.00,1216.55,1191.10,1201.60,10557,127.10,1067
509055,VISAKAIND,B,110.75,114.05,108.60,112.90,41122,46.06,1066
543358,SANSERA,A,1407.65,1413.05,1378.00,1395.55,6438,89.65,1065
521016,ICIL,A,399.95,399.95,381.00,389.55,18327,70.80,1064
531739,GENNEX,X,14.26,14.27,13.91,14.08,276697,39.13,1063
540768,MAHLOG,A,488.00,492.90,484.50,486.15,16352,79.83,1059
540680,KIOCL,A,412.30,427.35,412.30,419.35,13989,58.83,1059
532323,SHIVACEM,B,48.41,48.98,47.50,47.92,214336,103.29,1058
500238,WHIRLPOOL,A,2118.75,2136.10,2078.50,2101.10,3430,72.16,1058
514448,JYOTIRES,B,1420.00,1445.00,1420.00,1439.05,15383,221.48,1057
532944,ONMOBILE,B,77.00,79.50,77.00,77.84,96884,75.92,1055
540725,SHAREINDIA,A,295.00,295.00,290.30,291.85,23334,68.15,1055
539359,PRITIKAUTO,B,29.45,29.45,28.05,28.26,74630,21.24,1050
500800,TATACONSUM,A,1180.05,1187.50,1180.05,1185.95,12509,148.06,1049
500268,MANALIPETC,B,92.02,93.90,90.95,91.32,46164,42.51,1048
543064,SUVENPHAR,A,1013.50,1017.60,969.75,971.85,9003,89.56,1047
522241,MMFL,B,557.05,573.50,549.00,567.15,9224,52.17,1046
543311,IPL,A,213.90,214.00,210.00,210.80,21780,46.19,1046
530549,SHILPAMED,A,708.95,708.95,682.40,702.40,14514,101.25,1045
500271,MFSL,A,1120.00,1131.40,1089.00,1093.15,9300,103.46,1043
506655,SUDARSCHEM,A,945.05,974.25,945.05,971.15,9493,91.32,1042
531595,CGCL,A,207.00,211.00,201.50,208.20,29927,61.75,1042
533506,INVENTURE,B,2.77,2.77,2.68,2.69,1635267,44.25,1041
532720,M&MFIN,A,303.00,303.00,298.50,300.30,79490,238.14,1039
532527,RKFORGE,A,935.50,945.00,925.00,934.75,18267,170.33,1039
542774,MUFIN,B,128.65,132.15,125.10,126.55,35878,45.91,1037
531162,EMAMILTD,A,787.00,801.35,780.55,797.05,13433,106.54,1032
517500,ROTO,B,673.75,673.75,645.80,656.25,12780,84.40,1030
544111,PARKHOTELS,B,182.50,183.95,178.00,180.15,25084,45.14,1029
531592,GENPHARMA,X,2.18,2.22,2.16,2.20,756615,16.60,1028
526423,KRITI,B,250.00,258.55,240.35,242.30,21377,52.94,1026
509631,HEG,A,2071.00,2071.70,2051.75,2058.55,4685,96.49,1025
513269,MANINDS,B,416.00,435.15,416.00,429.75,19914,85.65,1025
590075,LAMBODHARA,B,186.60,194.90,184.00,184.85,26472,50.35,1025
543599,KSOLVES,B,1065.35,1089.95,1046.05,1053.20,6454,68.06,1022
544067,INNOVACAP,B,620.00,630.00,594.80,599.10,9903,59.75,1022
540902,AMBER,A,4351.35,4402.05,4276.00,4311.40,4037,174.11,1017
534076,RHIM,A,592.05,605.00,592.00,597.05,10718,63.98,1017
517556,PVP,B,30.77,31.45,28.26,28.46,83346,25.19,1016
509930,SUPREMEIND,A,5105.55,5156.90,5054.30,5135.95,4514,229.70,1015
500350,RSWM,B,239.00,243.40,227.35,230.70,26685,62.18,1012
544209,BANSALWIRE,B,359.65,359.65,349.70,352.10,22021,77.73,1009
500144,FINCABLES,A,1510.80,1510.80,1485.05,1490.15,6077,90.78,1008
532285,GEOJITFSL,B,110.00,111.60,104.20,104.55,29660,31.62,1007
539044,MANAKSTEEL,B,56.18,60.58,55.01,59.73,46813,27.33,1007
532331,AJANTPHARM,A,2978.55,3032.65,2941.40,3000.85,4598,137.35,1005
539876,CROMPTON,A,439.35,439.95,434.20,435.60,19607,85.67,1004
535136,NIBE,T,1869.00,1874.00,1797.70,1820.25,17171,315.13,1002
532650,MSPL,B,35.34,35.70,34.00,34.73,217565,75.47,998
539787,HCG,B,366.60,375.00,349.20,362.25,19426,70.52,996
543829,GSLSU,B,193.10,205.00,186.00,187.95,24018,47.20,996
539526,SCTL,T,1.12,1.16,1.09,1.13,950574,10.56,994
532875,ADSL,B,214.05,214.25,206.40,208.40,28241,59.22,992
540061,BIGBLOC,B,259.70,265.00,258.10,262.15,22202,58.20,992
502180,SHREDIGCEM,B,99.15,100.25,97.95,99.40,57365,56.68,991
539302,POWERMECH,A,5677.65,5677.65,5480.00,5602.45,3518,195.44,987
540952,LAL,B,24.00,25.82,23.39,23.54,135025,33.03,987
532395,AXISCADES,B,525.25,537.95,524.00,529.45,15429,82.01,982
538351,AFEL,XT,18.24,18.24,18.24,18.24,359168,65.51,981
530843,CUPID,T,105.81,105.81,105.81,105.81,452251,478.53,980
538706,ULTRACAB,X,15.81,15.89,15.33,15.55,274712,42.84,978
532271,ORCHASP,X,3.06,3.14,2.85,2.85,1947642,56.67,976
522029,WINDMACHIN,B,168.00,172.70,164.45,172.70,44692,75.75,973
543955,TREL,B,49.00,49.42,47.16,47.36,66080,31.84,969
517170,EDVENSWA,X,109.00,109.00,100.00,103.40,115896,120.75,968
532872,SPARC,A,222.00,222.95,215.95,218.80,24560,53.71,963
513361,ISWL,X,4.04,4.09,3.61,3.82,752632,28.93,963
533262,RAMKY,A,702.05,743.00,702.05,723.85,8959,64.98,962
530129,NILE,X,2150.00,2185.00,1990.00,2032.75,10070,210.78,959
543687,DHARMAJ,B,343.90,354.65,341.25,348.20,13219,46.01,959
524332,BCLIND,B,58.90,60.67,58.09,60.25,97355,57.60,956
543532,ETHOSLTD,A,3150.00,3215.00,3092.00,3133.60,2854,89.68,954
505160,TALBROAUTO,B,348.95,362.65,348.95,356.45,19639,70.16,954
532712,RCOM,T,2.00,2.04,1.91,2.01,1732113,34.47,954
543284,EKI,B,335.20,338.90,330.00,333.90,31050,103.99,952
532486,POKARNA,B,807.00,818.00,802.05,807.35,8294,66.98,952
502986,VTL,A,519.95,522.45,504.25,519.50,11267,57.79,952
542759,SPANDANA,A,613.90,613.90,594.15,600.95,19595,117.88,951
540268,TRU,B,47.98,48.19,46.87,47.30,135906,64.54,951
540709,RHFL,T,4.10,4.14,4.01,4.06,494139,20.10,951
539334,SHREEPUSHK,B,243.60,249.95,236.10,245.25,12860,31.28,947
539141,UFO,B,128.30,128.65,126.45,127.90,36421,46.53,946
517063,JETKINGQ,X,82.90,84.80,72.00,76.13,82277,65.41,945
524667,SOTL,B,585.00,587.05,580.30,583.15,9419,54.88,944
507944,BAJAJST,X,2030.05,2169.95,2030.05,2167.70,19012,405.57,942
541019,HGINFRA,A,1618.35,1641.40,1605.40,1611.25,8222,133.37,942
500365,WELSPLSOL,B,46.30,46.30,44.56,44.91,269380,122.70,941
530011,MANGCHEFER,B,137.15,140.45,136.40,137.95,35871,49.73,939
539921,SEIL,X,156.70,156.70,144.00,146.45,126289,190.21,937
540749,MASFIN,A,277.00,285.80,276.55,282.00,24496,68.85,932
523127,EIHAHOTELS,B,897.50,897.50,867.60,876.45,10806,95.46,931
522295,CONTROLPR,B,835.25,850.10,810.90,828.30,5472,45.46,929
500038,BALRAMCHIN,A,488.40,498.00,488.40,490.85,21812,107.52,921
543650,DCXINDIA,T,366.30,369.00,355.45,358.35,33494,120.36,919
539607,BLUECLOUDS,T,254.25,254.25,245.70,251.30,132239,332.44,915
522229,TANAA,X,602.25,614.80,595.50,599.20,26773,161.71,914
543349,AMIORG,A,1313.80,1313.80,1276.55,1291.75,4170,53.74,913
522215,HLEGLAS,A,405.80,419.05,405.80,415.95,12127,50.24,912
500241,KIRLOSBROS,A,2028.05,2045.60,1970.00,1980.30,3637,72.64,909
533033,ISGEC,A,1323.55,1360.90,1302.85,1355.00,4030,53.64,896
532435,SANINFRA,XT,14.74,14.74,14.15,14.48,356390,51.84,896
511724,BAIDFIN,B,14.65,14.83,14.02,14.35,314971,45.77,896
534139,SCHNEIDER,A,841.95,853.45,827.50,833.45,13657,115.09,895
502090,SAGCEM,B,231.00,234.00,223.35,224.70,21856,49.65,895
544131,GPTHEALTH,B,184.20,187.50,183.00,184.65,35826,66.48,894
539201,SATIA,B,121.70,123.35,118.70,119.35,35219,42.46,894
511726,VIPULLTD,B,36.41,37.37,34.39,34.39,336022,116.26,893
538962,MINDACORP,A,530.35,530.35,509.50,510.35,10848,55.87,893
512247,ASHCAP,XT,4.72,4.76,4.44,4.72,191095,8.85,891
530999,BALAMINES,A,2264.55,2264.55,2213.90,2225.10,5059,112.91,887
500260,RAMCOCEM,A,796.00,804.55,795.15,798.95,10853,86.82,884
502175,SAURASHCEM,B,127.50,132.45,127.50,130.25,31337,40.72,881
590071,SUNDARMFIN,B,3773.00,3868.45,3767.60,3807.50,2590,98.83,872
542920,SUMICHEM,A,510.00,526.95,510.00,516.05,13200,68.59,869
534976,VMART,A,3629.95,3710.80,3594.80,3669.10,2501,91.81,868
544179,GODIGIT,B,331.70,331.70,324.55,329.50,13575,44.62,866
532756,CIEINDIA,A,548.00,550.00,541.60,547.40,6594,36.04,866
520119,ASAL,B,871.25,886.85,841.05,845.65,8823,76.18,864
524091,CARYSIL,B,849.85,849.85,817.00,822.40,8567,71.23,864
500444,WSTCSTPAPR,A,599.95,599.95,586.30,589.45,9321,55.05,864
531719,BHAGCHEM,B,352.00,353.70,342.65,349.00,17784,62.07,862
532698,NITINSPIN,B,450.60,450.60,431.00,433.25,13107,57.13,858
519091,TASTYBITE,B,9799.00,10383.10,9721.00,10067.75,1777,178.55,855
532638,SHOPERSTOP,A,737.00,762.25,721.50,746.05,4650,34.68,855
506260,ANUHPHR,X,245.00,245.00,238.10,242.75,72449,175.18,854
532509,SUPRAJIT,A,490.10,500.00,490.10,494.60,4828,23.92,854
543251,RVHL,B,45.10,51.79,45.10,51.23,30154,14.90,854
543523,CAMPUS,A,296.20,300.10,293.50,293.90,13290,39.33,848
532386,CALSOFT,B,18.95,19.40,17.30,18.91,84010,15.67,848
532780,PARSVNATH,B,17.44,18.22,16.90,17.95,256742,44.93,847
540797,SHALBY,B,264.80,268.15,263.25,265.80,15204,40.35,847
532661,RML,B,852.00,917.95,850.10,900.85,5369,48.14,846
500249,KSB,A,935.00,942.50,920.35,924.85,7877,72.97,845
543614,TIPSFILMS,B,464.15,566.45,464.15,559.60,11097,61.48,845
543399,TARSONS,B,482.00,499.00,482.00,489.95,9109,44.80,845
512529,SEQUENT,A,137.40,138.75,136.80,137.45,36595,50.46,843
511551,MONARCH,B,685.00,706.40,685.00,696.05,6631,46.26,843
539889,PARAGMILK,A,188.20,188.80,183.95,184.95,22781,42.26,843
590051,SAKSOFT,B,289.00,295.30,288.60,291.30,9884,28.78,843
543933,CYIENTDLM,A,768.00,777.65,765.75,768.45,6109,47.10,841
505509,RESPONIND,B,273.00,279.90,271.40,272.90,14607,40.20,841
540048,SPAL,B,857.55,926.00,857.55,889.25,7157,63.89,840
524164,IOLCP,A,413.10,414.25,408.00,408.95,14432,59.16,838
506690,UNICHEMLAB,B,581.05,591.90,554.70,558.35,10465,59.04,837
532478,UBL,A,1949.00,1963.80,1920.00,1945.30,4080,79.40,834
532927,ECLERX,A,2535.00,2575.20,2438.10,2481.80,3123,79.00,834
531147,ALICON,B,1349.00,1354.10,1285.75,1341.35,5577,73.85,833
514167,GANECOS,B,1642.50,1642.50,1588.05,1604.60,3851,62.04,833
543187,POWERINDIA,A,11200.35,11282.20,10900.00,10996.95,2265,251.14,829
500405,SPLPETRO,A,808.05,840.90,803.00,816.25,7279,59.42,827
500033,FORCEMOT,A,8388.00,8550.00,8301.15,8406.25,2145,180.15,826
500067,BLUESTARCO,A,1616.00,1649.00,1600.00,1604.80,4558,73.65,825
539132,WARDWIZFBL,XT,6.33,6.57,6.17,6.45,652554,41.67,825
532300,WOCKPHARMA,T,920.00,965.20,907.00,955.90,29593,279.70,824
531322,HAVISHA,B,2.52,2.58,2.41,2.47,4357,0.11,824
539725,GOKULAGRO,B,214.20,214.95,207.90,211.30,17099,36.14,823
500124,DRREDDY,A,6989.95,7025.60,6964.85,7014.95,3408,238.59,822
519136,NAHARINDUS,B,155.90,161.70,150.70,159.90,21014,32.99,816
523704,MASTEK,A,2848.95,2861.75,2720.15,2730.55,2780,77.03,815
522074,ELGIEQUIP,A,635.00,636.30,629.05,630.65,7110,44.86,815
530239,SUVEN,B,136.55,138.00,129.65,131.05,16316,21.81,815
517146,USHAMART,A,358.00,358.05,346.00,347.75,15534,54.65,814
532705,JAGRAN,B,94.65,94.65,92.15,92.75,47383,44.06,814
500463,BBOX,T,543.10,559.80,540.00,543.90,27603,151.56,813
543397,SAPPHIRE,A,1610.00,1625.00,1574.45,1590.75,6712,107.44,813
532143,SKMEGGPROD,B,252.05,255.75,246.80,247.65,22492,56.21,809
512179,SUNTECK,A,575.00,600.00,571.00,579.60,7474,43.18,809
526885,SARLAPOLY,B,109.50,110.70,103.75,104.90,39576,42.41,809
500314,ORIENTHOT,B,135.35,140.00,133.55,135.55,77129,104.96,808
522275,GET&D,T,1776.95,1792.00,1685.00,1763.15,22831,399.10,805
544107,BLSE,B,214.60,216.50,208.75,210.40,17600,37.48,805
507753,TGVSL,B,96.90,98.00,95.50,95.85,89155,85.94,803
532797,AUTOIND,B,139.05,148.10,138.00,143.25,25190,36.11,803
543230,ADVAIT,T,1915.00,1955.55,1865.30,1911.30,14772,282.22,801
514360,KRRAIL,B,464.75,468.00,460.05,464.60,23346,108.31,801
543318,CLEAN,A,1614.05,1614.05,1583.85,1605.45,4731,75.62,801
544045,DOMS,B,2412.55,2414.75,2380.00,2396.30,3405,81.75,800
