Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover (my image Lac),No. of Trades
526397,ALPHAGEO,T,458.50,459.90,435.10,445.50,293,1.30,24
531628,TEJASSVI,XT,56.17,56.17,50.84,56.00,2339,1.30,24
539354,POLYSPIN,X,45.99,45.99,43.31,45.13,2677,1.21,24
540703,PROCLB,X,10.47,10.47,9.27,9.31,9059,0.89,24
890205,SOBHAPP,A,874.00,899.60,874.00,888.95,79,0.70,24
532350,PADMALAYAT,Z,2.99,3.07,2.99,3.05,21591,0.66,24
530235,KJMCFIN,X,80.00,80.00,70.01,76.50,835,0.61,24
523652,KKPLASTICK,X,41.70,43.75,39.62,41.07,1220,0.49,24
531846,TRINITYLEA,X,16.90,16.90,15.38,16.70,1814,0.30,24
530063,YASHRAJC,XT,8.19,8.36,7.84,8.09,2677,0.21,24
539287,ORTINLAB,B,20.31,20.70,20.00,20.00,1002,0.20,24
511611,DCMFINSERV,B,6.10,6.14,5.89,6.14,3280,0.20,24
543150,08GPG,B,0.90,0.90,0.90,0.90,15282,0.14,24
506906,SCBL,X,2.86,2.86,2.72,2.72,3110,0.09,24
570005,GATECHDVR,T,2.17,2.17,2.17,2.17,2164,0.05,24
543920,CFF,MT,739.65,755.00,735.00,741.70,9600,71.36,23
543926,BIZOTIC,M,48.40,48.40,46.80,47.01,19200,9.08,23
513472,SIMPLEXCAS,XT,228.45,228.45,228.00,228.45,3459,7.89,23
530943,SABTNL,T,435.20,435.20,435.20,435.20,1224,5.33,23
500459,PGHH,A,17174.90,17242.90,17001.00,17026.80,27,4.62,23
512595,MANBRO,XT,965.90,972.15,963.00,969.85,376,3.64,23
531237,DHRUVCA,XT,328.95,328.95,312.55,312.55,393,1.23,23
531692,KHYATI,XT,3.94,3.94,3.87,3.87,31491,1.23,23
531529,SOFTRAKV,XT,16.06,16.06,16.06,16.06,7597,1.22,23
531910,MADHUVEER,XT,137.00,138.10,125.05,137.95,880,1.19,23
530369,VAMSHIRU,XT,50.50,50.99,48.93,50.95,2278,1.14,23
542848,NIESSPM,B,1.85,1.85,1.84,1.84,51508,0.95,23
524156,TCMLMTD,X,45.65,46.25,44.00,45.93,1621,0.73,23
532701,CELLA,Z,11.95,12.29,11.56,11.99,4472,0.53,23
521113,SUDTIND-B,X,13.99,14.49,13.99,14.09,2970,0.42,23
526113,UNRYLMA,XT,20.93,21.73,20.93,21.64,1742,0.38,23
508956,HBLEAS,XT,19.10,19.10,19.10,19.10,1531,0.29,23
534422,LOOKS,X,5.11,5.59,5.11,5.59,5186,0.27,23
511543,GSBFIN,XT,17.89,17.89,16.62,17.27,1234,0.22,23
526525,WWALUM,XT,21.50,21.50,20.43,21.30,613,0.13,23
540980,YSL,X,54000.00,55000.00,54000.00,55000.00,27,14.83,22
500068,DISAQ,B,18607.60,18748.00,18205.00,18367.35,38,7.00,22
543400,OMNIPOTENT,M,11.76,11.99,11.65,11.65,44000,5.15,22
526961,LASTMILE,XT,794.00,799.00,788.00,794.95,430,3.41,22
504840,KAIRA,X,1925.00,1946.60,1905.00,1909.40,99,1.91,22
513369,KVFORGE,X,97.95,98.20,95.10,97.69,1900,1.86,22
504646,BGWTATO,X,460.00,460.00,447.40,448.70,380,1.71,22
531413,KIRANPR,XT,17.70,18.00,16.82,17.98,8749,1.56,22
511654,SUGALDAM,X,41.06,41.06,41.06,41.06,3009,1.24,22
526654,THAKDEV,X,179.80,179.90,173.15,174.10,567,1.00,22
522289,NMSRESRC,XT,95.00,95.00,92.15,92.15,911,0.87,22
501833,CHOWGULSTM,XT,29.26,29.84,28.76,29.84,2110,0.61,22
507759,LIMECHM,X,26.65,27.00,26.44,26.70,2112,0.57,22
540083,TVVISION,T,8.53,8.53,8.53,8.53,5812,0.50,22
506981,BLUECHIPT,X,168.00,168.00,158.30,162.10,233,0.38,22
531091,UNITDCR,XT,31.17,32.65,29.66,32.59,1189,0.36,22
530747,CHALLANI,X,18.99,19.38,18.36,18.84,1486,0.28,22
513528,GLITTEKG,XT,5.08,5.08,4.83,4.83,3900,0.20,22
526865,JAINCO,XT,5.75,6.09,5.58,5.94,1991,0.11,22
530457,CINERAD,XT,75.11,75.11,75.10,75.10,26097,19.60,21
531832,NAGTECH,XT,29.73,29.73,29.73,29.73,22549,6.70,21
512020,ZSARACOM,XT,9295.00,9295.00,9000.00,9282.90,42,3.83,21
530565,POPEES,XT,152.05,152.05,152.05,152.05,2518,3.83,21
524080,HARLETH,XT,108.45,108.45,107.00,107.00,3453,3.73,21
530025,SAMYAKINT,XT,45.85,48.00,45.85,47.99,7236,3.44,21
538875,SELLWIN,XT,26.50,26.50,26.44,26.44,12893,3.41,21
890203,VSFPROJPP,XT,23.95,23.95,23.48,23.48,12980,3.07,21
533629,TIJARIA,T,15.33,15.33,15.03,15.03,13908,2.09,21
538092,VASUPRADA,X,92.90,98.75,92.90,98.04,2117,2.05,21
544090,SHPLPUNE,T,890.00,890.00,847.05,847.05,176,1.51,21
531254,OPTIFIN,X,112.20,112.35,110.00,110.50,1024,1.14,21
535621,SVGLOBAL,X,113.95,113.95,101.30,102.15,893,0.94,21
500151,GOLDENTOBC,Z,42.60,43.50,42.20,42.30,2178,0.93,21
526043,POLYCHMP,X,61.30,61.30,58.89,60.08,1382,0.82,21
504810,INFORTEC,X,92.65,92.65,85.00,86.35,693,0.60,21
539288,AVI,X,11.90,11.90,11.90,11.90,3313,0.39,21
507970,PARMCOS-B,X,49.30,49.30,45.51,46.28,700,0.34,21
533203,TARAPUR,T,12.60,13.20,12.60,12.62,2028,0.26,21
531257,PRATIKSH,XT,22.40,22.40,21.50,22.18,1191,0.26,21
539402,NAKSH,T,9.13,9.13,9.02,9.02,2328,0.21,21
539544,ABHIINFRA,X,7.74,7.82,7.17,7.65,1973,0.15,21
540515,KANUNGO,X,7.29,7.29,6.55,7.03,1855,0.13,21
539673,RCL,Z,2.50,2.50,2.29,2.42,3126,0.07,21
542628,NSL,M,240.15,240.15,233.50,238.85,13500,32.19,20
543746,LOGICA,M,250.20,253.90,250.15,253.85,12600,31.75,20
531390,UPSURGE,XT,109.48,109.48,109.48,109.48,6073,6.65,20
534328,HEXATRADEX,B,243.95,244.05,240.00,244.05,1893,4.62,20
539697,HILIKS,XT,56.67,56.67,56.67,56.67,5257,2.98,20
530291,PAOS,XT,49.63,49.63,49.63,49.63,5169,2.57,20
532907,IL&FSENGG,Z,31.66,31.66,31.66,31.66,7919,2.51,20
530407,EPIC,XT,27.25,27.25,27.25,27.25,8861,2.41,20
512115,ROSEMER,X,112.95,113.70,112.95,113.70,1773,2.01,20
543535,WEWIN,T,73.49,77.30,73.49,75.65,2555,1.91,20
543292,HEALTHIETF,B,142.18,142.38,141.84,142.36,1150,1.63,20
505515,SHYMINV,XT,10.01,10.02,10.01,10.01,14767,1.48,20
543231,ADL,B,96.94,96.94,90.30,94.50,1245,1.16,20
532975,TELOGICA,Z,22.61,22.61,22.16,22.21,4743,1.06,20
521151,DHANFAB,X,74.00,74.00,68.13,68.57,1386,0.98,20
524458,INDOEURO,XT,15.67,15.67,14.19,14.95,5231,0.78,20
531929,INNOCORP,X,6.40,6.45,6.20,6.25,9147,0.58,20
530065,LORDSHOTL,XT,19.85,20.00,19.00,19.00,2616,0.50,20
506105,STANROS,X,86.59,86.59,81.50,81.76,536,0.45,20
532380,BABA,X,12.94,13.13,12.93,13.10,3256,0.43,20
539835,SUPERIOR,X,1.49,1.54,1.49,1.53,25153,0.39,20
890193,SKIPPERPP,B,269.80,270.10,261.75,267.95,141,0.38,20
531661,HITTCO,X,13.05,13.98,13.05,13.45,2871,0.38,20
531460,CONTICON,XT,13.20,13.20,12.43,12.46,2986,0.37,20
531228,RANDER,X,11.05,11.27,10.85,11.27,3265,0.36,20
542803,VEL,X,10.90,10.90,9.90,9.97,3369,0.34,20
526161,SPENTA,X,114.20,114.20,108.40,112.00,297,0.33,20
501242,TCIFINANCE,T,13.07,13.07,13.07,13.07,2414,0.32,20
543860,JAFINANCE,X,28.50,28.50,28.00,28.00,812,0.23,20
532766,RICHAIND,Z,1.90,1.98,1.90,1.98,8131,0.16,20
531300,AMITINT,Z,4.28,4.28,4.07,4.28,2603,0.11,20
543828,SUDARSHAN,M,180.00,187.40,180.00,182.25,100800,184.31,19
543522,NVENTURES,M,87.00,94.35,81.55,86.71,57000,49.55,19
526921,21STCENMGM,T,96.21,96.21,96.21,96.21,8765,8.43,19
543766,ASHIKA,XT,196.10,196.10,196.10,196.10,2765,5.42,19
543912,PIGL,T,129.35,129.35,129.35,129.35,2658,3.44,19
507645,POLSON,X,14520.05,14989.00,14520.05,14871.05,22,3.25,19
530217,SWOEF,XT,11.13,11.13,11.13,11.13,18086,2.01,19
540824,ASTRON,T,24.08,24.30,24.00,24.00,6506,1.56,19
531499,SYBLY,X,9.00,9.44,9.00,9.07,16466,1.50,19
526677,KEEPLEARN,T,4.55,4.55,4.55,4.55,24120,1.10,19
526568,LONTE,X,43.65,45.95,43.00,45.35,1982,0.86,19
530953,SUNILAGR,X,150.00,154.80,150.00,151.35,289,0.44,19
503776,MODIPON,XT,66.38,66.38,60.15,63.90,434,0.27,19
531867,UNITINT,X,5.35,5.52,5.35,5.50,3117,0.17,19
514211,SUMEETINDS,T,4.60,4.60,4.60,4.60,3755,0.17,19
523722,SVAMSOF,XT,3.20,3.32,3.20,3.32,2466,0.08,19
544091,QLL,MT,278.05,301.00,278.05,297.95,22800,67.21,18
544195,COTFAB,M,67.55,67.80,65.00,67.48,74000,49.71,18
543745,SVS,MT,16.20,16.24,15.21,15.55,132000,20.75,18
502901,JAMSHRI,XT,21136.95,21136.95,21136.95,21136.95,98,20.71,18
526500,STRGRENWO,X,34.00,36.86,34.00,35.00,5782,2.06,18
507981,JINDHOT,XT,120.90,121.00,120.90,120.90,1615,1.95,18
538742,PANABYTE,X,25.00,25.20,24.33,25.02,5475,1.36,18
517431,NARMP,XT,26.40,26.40,26.12,26.12,5172,1.35,18
512099,EY,X,963.90,963.90,935.15,963.90,126,1.21,18
531352,PEETISEC,X,24.75,24.75,23.52,23.52,4564,1.07,18
530695,PRIMEPRO,X,31.99,31.99,30.38,31.56,2493,0.76,18
511411,SHRISTI,X,43.98,45.60,42.20,44.98,1543,0.67,18
519238,SPTRSHI,XT,42.96,42.96,40.10,42.00,1346,0.56,18
512425,NIRAVCOM,X,650.00,681.80,585.00,680.10,82,0.50,18
530821,SSPDL,X,19.00,19.99,18.68,18.74,2328,0.44,18
530139,KREONFIN,XT,38.85,38.85,38.70,38.70,1003,0.39,18
532320,VAARAD,X,13.99,13.99,13.61,13.85,2236,0.31,18
514454,SOUTLAT,XT,32.41,32.41,31.43,32.41,891,0.29,18
507486,CAPRO,X,52.23,54.94,51.64,51.88,507,0.27,18
511664,BGIL,XT,5.96,5.96,5.96,5.96,4190,0.25,18
539032,FRASER,X,4.89,4.97,4.61,4.73,3351,0.16,18
539383,MINFY,Z,8.43,8.68,8.01,8.59,1837,0.15,18
500458,KORE,X,6.81,7.35,6.81,6.85,1691,0.12,18
539041,GANVERSE,M,69.00,69.50,68.70,69.36,72500,50.06,17
544214,THREEMPAPE,M,67.00,68.79,67.00,67.95,36000,24.39,17
543208,REGIS,X,156.00,156.00,149.00,149.00,10680,16.43,17
531652,THIRDFIN,XT,127.00,129.00,127.00,127.00,10951,13.91,17
537573,POLYMAC,M,39.50,39.95,37.51,38.95,19200,7.60,17
533302,KICL,T,5785.90,5788.95,5675.05,5691.55,110,6.28,17
531486,FILME,XT,3.06,3.06,3.06,3.06,90026,2.75,17
511609,ISLCONSUL,X,27.60,28.00,26.50,27.62,7518,2.07,17
504882,NATIONSTD,B,4584.05,4676.95,4430.00,4545.00,36,1.64,17
523483,PACIFICI,X,282.85,285.00,275.60,281.90,406,1.15,17
532216,HBSL,T,145.00,152.95,145.00,152.90,748,1.14,17
516038,SOMAPPR,XT,87.00,88.95,83.52,87.00,1245,1.08,17
544080,SHILINDORE,T,960.00,1001.00,951.00,952.00,101,0.97,17
511000,MADHUSE,XT,25.42,26.46,24.11,25.90,2745,0.72,17
514322,KAMADGIRI,X,74.70,77.84,73.35,74.00,734,0.54,17
503837,SHRAJSYNQ,XT,17.54,17.54,17.54,17.54,2536,0.44,17
530839,CLIOINFO,X,6.52,6.83,6.52,6.83,6574,0.44,17
538770,CRANEINFRA,XT,26.22,26.22,25.70,25.70,1537,0.40,17
530581,EKAMLEA,XT,8.38,8.38,8.38,8.38,4427,0.37,17
543858,LOWVOL,B,201.25,207.90,200.61,202.00,161,0.33,17
521131,SBFL,X,25.70,25.70,23.50,23.50,1130,0.27,17
509084,PHOTON,X,84.00,84.00,84.00,84.00,315,0.26,17
517288,GUJARATPOLY,XT,104.25,104.25,104.25,104.25,244,0.25,17
543956,QUAL30IETF,B,22.01,22.50,21.95,22.50,1090,0.24,17
511728,KZLFIN,X,39.99,40.70,36.00,36.59,560,0.21,17
519367,TRANSFD,XT,180.00,180.00,163.65,163.95,97,0.16,17
531574,VASINFRA,XT,3.84,3.84,3.75,3.84,2676,0.10,17
543947,SENSEXADD,A,81.25,83.95,80.00,83.42,51,0.04,17
543975,NIFMID150,B,211.77,214.10,211.35,212.76,33208,70.73,16
544037,AMIC,MT,1565.00,1601.00,1565.00,1588.10,3200,50.96,16
543608,HDFCVALUE,B,143.38,143.38,140.19,141.35,35137,49.51,16
544047,SIYARAM,M,86.56,87.45,86.56,87.30,24000,20.84,16
541083,INFLAME,M,403.15,415.00,403.15,407.10,4000,16.40,16
543874,MAIDEN,M,92.55,96.95,92.55,94.10,16000,15.18,16
544002,VIVAA,M,42.00,43.00,42.00,42.62,32000,13.56,16
543378,CWD,MS,795.00,807.00,777.05,789.35,1700,13.46,16
542678,CHCL,M,19.50,19.50,19.01,19.35,32000,6.16,16
511696,CHRTEDCA,X,230.00,230.00,210.00,221.40,1258,2.87,16
543439,BRANDBUCKT,M,8.53,8.59,8.00,8.28,34000,2.80,16
532820,ELAND,XT,8.67,8.67,8.67,8.67,27393,2.37,16
540648,PALASHSECU,B,135.00,135.20,134.00,134.85,1593,2.15,16
514400,GARWSYN,XT,36.02,36.02,36.02,36.02,3280,1.18,16
526355,DUROPACK,X,75.25,76.90,75.25,75.51,1363,1.03,16
502589,VAPIENTER,XT,188.00,188.00,175.15,175.30,533,0.95,16
511714,NIMBSPROJ,XT,53.00,53.00,48.45,50.87,1828,0.91,16
503669,KKFIN,XT,57.63,57.63,57.63,57.63,1210,0.70,16
501477,MULLER,X,295.00,295.00,253.50,288.30,260,0.68,16
539111,SHESHAINDS,X,15.46,15.46,15.05,15.05,4254,0.64,16
531003,SWRNASE,XT,49.37,49.37,44.67,44.70,1116,0.53,16
541634,RAWEDGE,B,37.00,37.00,36.39,36.99,1304,0.48,16
523011,WEIZMANIND,T,117.00,119.45,117.00,119.00,395,0.47,16
539031,SETFBSE100,A,279.41,283.00,279.41,281.94,165,0.46,16
519064,ZKHANDEN,X,94.00,96.24,94.00,96.24,475,0.45,16
501700,INDIANVSH,XT,12.53,12.53,12.53,12.53,3132,0.39,16
531156,ALFAVIO,X,17.24,17.24,17.21,17.21,2082,0.36,16
507515,CJGEL,X,21.25,21.49,20.50,20.55,1656,0.35,16
513513,ADITYA,X,10.62,10.63,10.62,10.63,2590,0.28,16
508571,COCHMAL,XT,170.25,170.25,170.25,170.25,131,0.22,16
500236,KANELIND,XT,1.56,1.56,1.44,1.50,14449,0.21,16
531834,NATHUEC,X,7.80,8.60,7.12,7.98,2320,0.18,16
526373,CINDHO,XT,56.98,56.98,53.45,56.00,289,0.16,16
526687,POLOHOT,Z,9.20,9.20,8.40,8.40,1294,0.11,16
526325,ORIENTLTD,B,99.87,100.10,98.44,98.62,68,0.07,16
543174,11GPG,B,1.44,1.44,1.44,1.44,4951,0.07,16
532378,UNIVARTS,XT,4.39,4.39,4.39,4.39,797,0.03,16
544151,CHATHA,M,134.45,136.00,129.05,129.70,30000,39.31,15
543391,SGFRL,M,150.00,150.00,138.15,139.15,22500,32.15,15
543606,CONTAINE,M,69.00,69.05,68.05,69.00,30000,20.67,15
537839,PHOENIXTN,XT,153.45,153.45,153.45,153.45,3246,4.98,15
508905,SMIFS,XT,55.54,55.54,54.43,54.60,4574,2.50,15
526027,CUBEXTUB,T,112.35,116.00,112.35,115.70,1715,1.96,15
542155,DGL,MT,3.36,3.40,3.35,3.40,38000,1.29,15
530255,KAYPOWR,XT,40.01,40.80,40.01,40.80,3025,1.23,15
890200,IYKOTPP,XT,14.79,15.51,14.79,15.51,7594,1.18,15
538923,SOFCOM,XT,41.69,41.69,41.48,41.48,2401,1.00,15
526550,CCHHL,T,23.10,23.10,23.10,23.10,3794,0.88,15
544185,ADTECH,XT,126.05,126.05,126.05,126.05,697,0.88,15
543177,11QPD,B,11.52,11.52,11.52,11.52,6876,0.79,15
534338,MAXHEIGHTS,X,52.50,53.00,51.00,53.00,1336,0.70,15
518011,KEERTHI,X,114.35,119.00,111.00,117.35,610,0.69,15
531944,SERVOTEACH,XT,22.25,23.57,22.25,23.57,2774,0.65,15
526231,STDSFAC,X,65.32,69.17,64.00,64.19,945,0.61,15
505250,GGDPROP,X,149.00,149.00,137.00,142.50,424,0.60,15
531157,ORGCOAT,XT,18.50,19.90,18.06,19.00,2954,0.56,15
531471,DUKEOFS,XT,22.04,22.04,22.00,22.00,2465,0.54,15
509835,PREMSYN,XT,21.28,21.74,20.50,21.05,1807,0.38,15
523151,OTCO,X,7.80,7.80,7.12,7.33,4014,0.30,15
511507,USHAKIRA,XT,34.92,34.92,33.18,33.18,630,0.21,15
502294,NILACHAL,XT,47.60,48.00,47.01,48.00,439,0.21,15
539800,CHDCHEM,B,6.74,6.74,6.42,6.42,3246,0.21,15
539947,JLL,XT,41.90,44.00,41.50,42.73,421,0.18,15
532102,SBECSUG,XT,62.20,67.93,62.20,65.19,281,0.18,15
530427,CHOKSI,X,67.88,67.88,65.21,65.74,275,0.18,15
500342,PRUDMOULI,B,21.42,22.98,20.42,21.02,789,0.17,15
516020,AGIOPAPER,XT,5.15,5.15,5.05,5.05,2068,0.10,15
526468,EUROLED,X,25.00,25.24,24.50,25.20,381,0.10,15
538596,QUANTBUILD,X,3.68,3.86,3.68,3.86,2391,0.09,15
540359,PARMAX,XT,36.00,36.00,34.00,34.95,245,0.08,15
513403,PMTELELIN,X,5.11,5.56,5.11,5.51,1449,0.08,15
532444,TSPIRITUAL,XT,1.93,1.93,1.90,1.90,2489,0.05,15
540134,IISL,XT,8.79,8.79,8.79,8.79,443,0.04,15
539174,HELPAGE,X,15.73,17.37,15.73,15.75,78,0.01,15
542847,NIESSPL,B,0.69,0.74,0.65,0.66,826,0.01,15
542025,SUNRETAIL,MT,0.87,0.87,0.81,0.83,672000,5.60,14
541337,MILEFUR,MT,10.20,10.20,10.20,10.20,48000,4.90,14
531771,SHRADDHA,XT,144.15,144.15,144.15,144.15,2759,3.98,14
539762,MEAPL,XT,153.40,153.40,153.40,153.40,2117,3.25,14
516096,SANPA,X,232.00,236.65,221.20,232.00,1212,2.85,14
502958,LAKSHMIMIL,XT,6154.95,6154.95,5950.10,5999.80,46,2.77,14
506640,GUJCMDS,XT,389.70,389.70,389.70,389.70,620,2.42,14
503229,SIMPLXREA,X,167.00,167.00,155.00,162.90,1057,1.66,14
538464,TPROJECT,X,3.31,4.10,3.22,3.85,40741,1.33,14
526711,ADARSHPL,XT,29.01,31.08,28.12,31.08,2830,0.82,14
507580,IVP,T,202.65,202.65,196.00,196.25,411,0.81,14
543737,AVEER,X,485.10,485.10,480.00,480.00,160,0.78,14
523638,IPRINGLTD,X,175.20,179.90,174.50,179.30,442,0.78,14
540174,SOUTHERNIN,XT,27.39,27.39,27.35,27.35,2788,0.76,14
512443,GANONPRO,XT,6.94,6.94,6.94,6.94,10808,0.75,14
530789,CEEJAY,X,242.00,242.00,228.80,230.65,240,0.56,14
517562,TRIGYN,T,121.05,126.85,121.05,124.00,377,0.47,14
530521,VIRAT,X,153.95,153.95,150.00,150.00,280,0.43,14
542513,UTISXN50,A,88.86,89.49,88.86,89.19,457,0.41,14
523566,MARBU,XT,55.50,55.50,52.01,55.26,684,0.38,14
531608,GORANIN,X,109.00,109.00,102.40,104.45,341,0.36,14
507864,PIONRINV,X,50.86,50.86,48.00,48.85,612,0.29,14
521137,EUREKAI,X,3.52,3.66,3.52,3.62,6843,0.25,14
520141,SIBARAUT,XT,12.15,12.98,11.86,12.98,1986,0.24,14
504397,GANHOLD,XT,123.05,123.05,111.40,121.75,192,0.23,14
532315,TELESYS,XT,11.36,11.36,10.30,10.31,2074,0.21,14
544196,BBNPNBETF,B,50.62,50.62,49.81,50.55,412,0.21,14
533012,LPDC,T,11.68,11.68,11.68,11.68,1676,0.20,14
524642,SIKOZY,XT,1.13,1.15,1.13,1.15,10158,0.11,14
540310,CFL,X,35.38,35.38,34.00,34.50,236,0.08,14
511626,RRFIN,XT,18.42,18.42,17.89,18.09,414,0.08,14
526251,MIDEASTP,XT,8.85,9.10,8.59,9.10,585,0.05,14
544106,MCFL,M,198.50,199.15,198.00,198.35,15600,30.98,13
544121,RUDRAGAS,M,148.55,151.90,148.20,149.60,13000,19.43,13
543916,HSIL,MT,174.00,174.00,163.00,163.70,10400,17.34,13
543944,BANKETF,B,510.00,510.03,507.84,508.96,965,4.92,13
531381,ARIHANT,XT,330.60,330.60,330.60,330.60,1087,3.59,13
508961,SHRICON,XT,206.55,206.55,206.55,206.55,1176,2.43,13
507180,KESARENT,XT,164.55,164.55,159.60,161.00,1374,2.20,13
530795,SUNCITYSY,XT,45.16,45.16,45.16,45.16,2759,1.25,13
531129,INANI,XT,32.13,33.40,32.13,33.29,3789,1.24,13
532992,CHLLTD,X,35.55,38.00,35.55,37.60,3074,1.15,13
543927,ASIAN,XT,57.11,59.00,57.11,59.00,1809,1.03,13
538319,GCMCAPI,M,6.58,7.21,6.58,7.01,14000,0.97,13
531334,VIKALPS,XT,51.00,51.00,50.00,50.00,1694,0.86,13
517437,DUTRON,X,173.95,174.95,169.00,173.45,295,0.51,13
531340,BERVINL,X,42.10,44.00,42.10,42.76,1113,0.47,13
526494,PROMACT,X,12.99,12.99,12.55,12.55,3291,0.43,13
517201,SWITCHTE,XT,72.68,72.68,72.50,72.50,598,0.43,13
504731,IBRIGST,XT,153.25,155.00,153.25,154.00,274,0.42,13
530853,HIPOLIN,XT,145.00,154.00,144.55,149.40,259,0.39,13
531433,SUNGOLD,XT,2.68,2.71,2.68,2.71,13828,0.37,13
503092,PASUSPG,XT,33.50,33.50,33.01,33.50,1117,0.37,13
530443,KIRANSY-B,X,8.11,8.50,8.05,8.05,3212,0.26,13
530119,NATRAJPR,X,50.64,50.64,48.05,49.59,520,0.26,13
502445,CITADEL,X,39.65,39.69,38.00,38.67,634,0.25,13
531246,PRIMAIN,X,21.60,23.81,21.60,23.75,1003,0.22,13
524590,HEMORGANIC,XT,11.50,11.80,11.00,11.00,1469,0.17,13
539405,DITCO,X,9.44,9.44,9.33,9.33,1690,0.16,13
531346,EASTRED,X,49.79,49.79,43.20,44.50,362,0.16,13
504356,ZMULTIPU,X,9.04,9.94,8.54,9.94,1310,0.13,13
540901,PRAXIS,T,15.59,15.59,15.59,15.59,773,0.12,13
531051,VINTAGES,X,18.53,18.53,16.80,17.96,708,0.12,13
519604,SURFI,X,16.67,16.67,15.98,16.39,669,0.11,13
544123,LICNMID100,B,58.70,58.70,56.90,57.56,189,0.11,13
539692,IFINSER,X,24.10,24.10,22.05,23.89,261,0.06,13
532340,OMNIAX,X,3.61,3.61,3.26,3.57,1307,0.05,13
544059,SHANTIDENM,M,72.00,72.50,70.00,72.50,24000,17.06,12
544074,SBVCL,M,235.00,237.00,232.45,234.75,7200,16.89,12
543769,INDONG,M,30.50,30.50,28.50,28.71,48000,13.89,12
543921,COMRADE,M,103.00,107.00,103.00,107.00,12000,12.41,12
522273,AHMDSTE,XT,182.45,182.45,182.45,182.45,4113,7.50,12
532419,SMARTLINK,T,290.90,290.90,281.35,281.55,1926,5.58,12
506186,GCKL,XT,41.97,41.97,41.97,41.97,8103,3.40,12
502250,LERTHAI,XT,418.50,418.50,398.00,413.95,698,2.78,12
540903,CRPRISK,M,10.27,10.27,9.45,10.14,26000,2.57,12
530615,GARGFUR,X,288.20,288.20,284.90,285.00,685,1.97,12
523062,JJFINCOR,X,28.50,28.50,27.11,27.11,5041,1.38,12
531506,SKRABUL,XT,28.96,31.00,28.96,30.00,2522,0.74,12
532140,MOHITE,XT,50.00,51.35,47.50,50.46,1378,0.69,12
530805,OIVL,XT,88.39,88.39,83.15,86.89,501,0.43,12
500357,RAMAPPR-B,XT,14.71,15.30,14.71,14.75,2651,0.40,12
531968,IITLPROJ,XT,45.60,47.50,45.60,47.01,742,0.35,12
519331,VSFPROJ,XT,53.49,53.49,51.10,53.29,603,0.31,12
526081,SCAGRO,XT,19.90,19.90,19.59,19.59,1494,0.29,12
531594,INCON,XT,15.32,15.32,14.75,15.32,1851,0.28,12
519483,TAIIND,X,39.65,40.15,39.65,39.65,541,0.22,12
531221,MAYURFL,X,13.95,13.99,13.87,13.87,1295,0.18,12
542804,NIESSPJ,B,19.31,19.42,18.99,18.99,781,0.15,12
521234,SRINACHA,XT,35.00,36.90,34.00,36.90,414,0.14,12
509449,BHAGWOX,X,44.94,46.00,44.94,44.94,283,0.13,12
531960,KASHYAP,XT,2.15,2.28,2.15,2.20,5615,0.12,12
519214,WILLIMFI,X,8.40,8.40,8.00,8.40,940,0.08,12
538918,VANICOM,X,10.75,10.75,10.32,10.70,181,0.02,12
535916,ALSL,M,121.60,121.60,121.60,121.60,30000,36.48,11
544072,AIKPIPES,M,158.00,163.00,158.00,160.00,17600,28.14,11
543324,GCSL,M,521.00,522.95,513.00,513.05,4455,22.99,11
539098,FILTRA,M,78.95,84.75,78.95,81.36,22000,17.87,11
544036,DEEPAKCHEM,M,94.95,94.95,92.00,94.00,19200,17.83,11
544013,KKSHL,M,51.15,54.80,51.00,54.68,33000,17.16,11
543542,KESAR,M,710.00,740.00,710.00,725.00,2200,15.99,11
543848,DEVLAB,M,94.95,95.50,92.10,92.95,13000,12.22,11
504080,JSLINDL,XT,2467.70,2467.70,2467.70,2467.70,292,7.21,11
532855,HARYNACAP,X,203.00,208.95,200.00,202.85,1151,2.33,11
532904,SUPREMEINF,Z,73.61,76.43,73.61,76.43,1581,1.19,11
531744,GINISILK,XT,115.05,115.10,115.05,115.10,942,1.08,11
532521,PALREDTEC,T,96.65,97.00,94.80,97.00,1110,1.07,11
505368,SEMAC,T,555.65,568.95,555.65,568.95,128,0.73,11
531324,ROSELABS,X,29.53,30.84,28.06,28.12,2317,0.66,11
530931,STANPACK,XT,11.78,12.36,11.60,12.34,5217,0.63,11
508980,FRONTCAP,Z,20.11,20.11,20.11,20.11,3137,0.63,11
533019,SIMPLXPAP,X,1900.00,2000.00,1819.25,2000.00,26,0.52,11
532344,SOFTSOL,XT,285.50,314.00,285.50,295.45,150,0.47,11
532015,GRAVITY,X,4.69,4.69,4.30,4.31,9340,0.42,11
540267,FLORACORP,XT,10.69,10.69,10.60,10.60,3273,0.35,11
524818,DYNAMIND,X,71.84,72.99,70.01,71.95,474,0.34,11
530267,ARIGATO,XT,70.02,73.52,70.02,73.52,439,0.32,11
531360,GOLECHA,XT,34.00,34.50,33.81,34.50,935,0.32,11
539096,AANANDALAK,XT,17.54,17.54,17.54,17.54,1575,0.28,11
542694,PARSHVA,B,158.75,170.95,158.75,164.60,165,0.26,11
500322,PANCM,XT,227.70,227.70,227.65,227.70,86,0.20,11
511716,INVIGO,XT,8.10,8.10,7.40,8.00,2321,0.18,11
